250301 => 150201;0611,18:20==0618,11:34
250301 => 100701;0601,02:07==0618,21:25
250301 => 021001;0607,00:08==0619,13:56
221001 => 220201;0609,20:35==0618,20:37
221001 => 130301;0604,12:33==0614,20:15
221001 => 061101;0607,02:07==0624,02:03
221001 => 021301;0604,01:15==0616,20:00
221001 => 010101;0608,06:50==0623,09:44
220901 => 100701;0602,17:12==0623,18:22
220901 => 060101;0606,23:40==0621,10:10
220801 => 220701;0609,08:14==0623,23:06
220801 => 130201;0609,21:23==0618,09:30
220801 => 021601;0602,23:03==0615,13:44
220701 => 220201;0603,13:03==0619,13:01
220701 => 060801;0603,06:16==0624,03:15
220701 => 020401;0612,20:16==0617,15:01
220601 => 220301;0605,06:30==0621,03:26
220601 => 130201;0603,08:25==0615,13:27
220601 => 021501;0611,10:06==0616,18:25
220601 => 010301;0603,04:25==0618,14:20
220501 => 130601;0605,05:20==0622,20:37
220501 => 060301;0610,06:56==0622,12:41
220401 => 250301;0607,09:16==0619,08:50
220401 => 130801;0604,01:50==0620,04:22
220401 => 100301;0610,22:46==0619,04:58
220401 => 021601;0611,02:17==0614,01:29
220301 => 220901;0607,01:30==0623,13:25
220301 => 130701;0611,05:20==0621,21:43
220301 => 061001;0604,17:10==0620,12:41
220301 => 020401;0608,11:17==0614,08:24
220201 => 220401;0604,19:56==0614,10:39
220201 => 100701;0611,19:49==0617,12:32
220201 => 022001;0601,10:50==0616,23:33
220101 => 220901;0611,21:23==0621,18:33
220101 => 130201;0607,15:41==0621,04:28
220101 => 021301;0601,18:05==0622,18:34
190301 => 190201;0610,11:51==0614,23:41
190301 => 120301;0604,15:50==0618,08:13
190301 => 090701;0602,03:48==0615,11:27
190301 => 020501;0608,00:31==0613,01:38
190201 => 120701;0607,06:26==0617,10:44
190201 => 100301;0611,13:56==0613,21:50
190201 => 021001;0607,11:47==0620,08:38
190101 => 150301;0609,05:26==0619,17:06
190101 => 100501;0608,06:55==0618,06:16
190101 => 020601;0604,10:41==0617,19:23
150901 => 131001;0602,23:05==0618,04:22
150901 => 100401;0601,14:32==0621,04:56
150901 => 021201;0604,09:41==0615,03:50
150801 => 130801;0610,07:36==0617,00:21
150801 => 100301;0608,16:35==0617,13:40
150801 => 020901;0606,01:40==0623,17:30
150701 => 120701;0611,17:47==0624,08:09
150701 => 100301;0612,18:42==0616,16:48
150701 => 020401;0603,00:30==0613,05:22
150401 => 120501;0604,04:02==0620,08:10
150401 => 050401;0607,17:23==0618,14:57
150401 => 020301;0606,03:50==0620,11:07
150301 => 131001;0611,10:07==0622,09:53
150301 => 100901;0603,17:35==0616,16:57
150301 => 021701;0612,21:59==0622,05:25
150301 => 020101;0602,04:26==0622,03:05
150201 => 120901;0601,16:55==0613,00:20
150201 => 022001;0612,13:03==0623,03:11
131201 => 220701;0612,20:36==0622,14:27
131201 => 100601;0608,20:32==0620,09:25
131201 => 021901;0602,07:48==0622,00:43
131201 => 020501;0607,06:22==0618,09:58
131101 => 220601;0605,18:32==0618,16:06
131101 => 100501;0610,03:13==0622,15:01
131101 => 021601;0601,15:44==0617,04:05
131101 => 010101;0602,17:55==0618,21:35
131001 => 150901;0610,06:22==0619,19:45
131001 => 100501;0601,14:54==0620,06:13
131001 => 060101;0606,03:22==0621,20:28
131001 => 010301;0612,19:29==0621,04:50
130901 => 130301;0605,06:07==0615,23:03
130901 => 060801;0607,17:23==0623,17:49
130901 => 021201;0609,21:33==0623,14:00
130801 => 220801;0604,19:58==0619,10:09
130801 => 130901;0605,02:51==0622,01:08
130801 => 100401;0601,19:26==0616,01:29
130801 => 021901;0602,19:53==0621,04:34
130801 => 020601;0604,09:58==0615,20:14
130701 => 220401;0603,15:03==0620,22:38
